superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	corticospinal tract, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505578>	gen	corticospinal tract (http://purl.obolibrary.org/obo/UBERON_0002707)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	corticospinal tract, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505582>	gen	corticospinal tract (http://purl.obolibrary.org/obo/UBERON_0002707)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	gracile fasciculus	<https://purl.brain-bican.org/ontology/hbao/HBA_265505586>	gen	gracile fasciculus (http://purl.obolibrary.org/obo/UBERON_0005821)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	gracile fasciculus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505590>	gen	gracile fasciculus (http://purl.obolibrary.org/obo/UBERON_0005821)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	gracile fasciculus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505594>	gen	gracile fasciculus (http://purl.obolibrary.org/obo/UBERON_0005821)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hilus of the inferior olive	<https://purl.brain-bican.org/ontology/hbao/HBA_265505598>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hilus of the inferior olive, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505602>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hilus of the inferior olive, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505606>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	internal arcuate fibers	<https://purl.brain-bican.org/ontology/hbao/HBA_265505610>	gen	internal arcuate fiber bundle (http://purl.obolibrary.org/obo/UBERON_0006087)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	internal arcuate fibers, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505614>	gen	internal arcuate fiber bundle (http://purl.obolibrary.org/obo/UBERON_0006087)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	internal arcuate fibers, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505618>	gen	internal arcuate fiber bundle (http://purl.obolibrary.org/obo/UBERON_0006087)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	decussation of medial lemniscus	<https://purl.brain-bican.org/ontology/hbao/HBA_265505622>	gen	decussation of medial lemniscus (http://purl.obolibrary.org/obo/UBERON_0002643)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	solitary tract	<https://purl.brain-bican.org/ontology/hbao/HBA_265505626>	gen	solitary tract (http://purl.obolibrary.org/obo/UBERON_0002718)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	solitary tract, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505630>	gen	solitary tract (http://purl.obolibrary.org/obo/UBERON_0002718)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	solitary tract, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505634>	gen	solitary tract (http://purl.obolibrary.org/obo/UBERON_0002718)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	spinal lemniscus in hindbrain	<https://purl.brain-bican.org/ontology/hbao/HBA_265505638>	gen	hindbrain (http://purl.obolibrary.org/obo/UBERON_0002028)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	spinal lemniscus in hindbrain, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505642>	gen	hindbrain (http://purl.obolibrary.org/obo/UBERON_0002028)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	spinal lemniscus in hindbrain, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505646>	gen	hindbrain (http://purl.obolibrary.org/obo/UBERON_0002028)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	spinal trigeminal tract	<https://purl.brain-bican.org/ontology/hbao/HBA_265505650>	gen	spinal trigeminal tract (http://purl.obolibrary.org/obo/UBERON_0014761)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	spinal trigeminal tract, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505654>	gen	spinal trigeminal tract (http://purl.obolibrary.org/obo/UBERON_0014761)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	spinal trigeminal tract, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505658>	gen	spinal trigeminal tract (http://purl.obolibrary.org/obo/UBERON_0014761)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	tectospinal tract	<https://purl.brain-bican.org/ontology/hbao/HBA_265505662>	gen	tectospinal tract (http://purl.obolibrary.org/obo/UBERON_0002949)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	tectospinal tract, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505666>	gen	tectospinal tract (http://purl.obolibrary.org/obo/UBERON_0002949)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	tectospinal tract, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505670>	gen	tectospinal tract (http://purl.obolibrary.org/obo/UBERON_0002949)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral tegmental tract	<https://purl.brain-bican.org/ontology/hbao/HBA_265505674>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral tegmental tract, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505678>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral tegmental tract, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505682>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	vestibulomesencephalic tract	<https://purl.brain-bican.org/ontology/hbao/HBA_265505686>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	vestibulomesencephalic tract, left	<https://purl.brain-bican.org/ontology/hbao/HBA_265505690>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	vestibulomesencephalic tract, right	<https://purl.brain-bican.org/ontology/hbao/HBA_265505694>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	septum pallucidum	<https://purl.brain-bican.org/ontology/hbao/HBA_265505706>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	pontine gamma nucleus	<https://purl.brain-bican.org/ontology/hbao/HBA_272788859>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	pontine gamma nucleus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_272788863>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	pontine gamma nucleus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_272788867>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cerebral cortex	<https://purl.brain-bican.org/ontology/hbao/HBA_4008>	gen	cerebral cortex (http://purl.obolibrary.org/obo/UBERON_0000956)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4011>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, left, bank of the precentral sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4012>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, left, superior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4013>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, left, inferior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4014>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, left, bank of the central sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4015>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4016>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, right, bank of the precentral sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4017>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, right, superior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4018>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, right, inferior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4019>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precentral gyrus, right, bank of the central sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4020>	gen	precentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002703)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior frontal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4022>	gen	superior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002661)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior frontal gyrus, left, medial bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4023>	gen	superior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002661)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior frontal gyrus, left, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4024>	gen	superior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002661)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior frontal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4025>	gen	superior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002661)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior frontal gyrus, right, medial bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4026>	gen	superior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002661)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior frontal gyrus, right, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4027>	gen	superior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002661)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle frontal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4029>	gen	middle frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002702)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle frontal gyrus, left, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4030>	gen	middle frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002702)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle frontal gyrus, left, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4031>	gen	middle frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002702)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle frontal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4032>	gen	middle frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002702)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle frontal gyrus, right, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4033>	gen	middle frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002702)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle frontal gyrus, right, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4034>	gen	middle frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002702)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4036>	gen	inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002998)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4037>	gen	inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002998)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, triangular part, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4039>	gen	triangular part of inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002629)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, triangular part, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4040>	gen	triangular part of inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002629)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, opercular part, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4042>	gen	opercular part of inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002980)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, opercular part, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4043>	gen	opercular part of inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002980)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, orbital part, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4045>	gen	orbital part of inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002624)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior frontal gyrus, orbital part, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4046>	gen	orbital part of inferior frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002624)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	gyrus rectus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4048>	gen	gyrus rectus (http://purl.obolibrary.org/obo/UBERON_0004671)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	gyrus rectus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4049>	gen	gyrus rectus (http://purl.obolibrary.org/obo/UBERON_0004671)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial orbital gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4051>	gen	medial orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0002570)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial orbital gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4052>	gen	medial orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0002570)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	anterior orbital gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4054>	gen	anterior orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0022244)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	anterior orbital gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4055>	gen	anterior orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0022244)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	posterior orbital gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4057>	gen	posterior orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0002575)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	posterior orbital gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4058>	gen	posterior orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0002575)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral orbital gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4060>	gen	lateral orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0002564)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral orbital gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4061>	gen	lateral orbital gyrus (http://purl.obolibrary.org/obo/UBERON_0002564)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subcallosal cingulate gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4062>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subcallosal cingulate gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4063>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subcallosal cingulate gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4064>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paraterminal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4066>	gen	paraterminal gyrus (http://purl.obolibrary.org/obo/UBERON_0002603)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paraterminal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4067>	gen	paraterminal gyrus (http://purl.obolibrary.org/obo/UBERON_0002603)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	parolfactory gyri	<https://purl.brain-bican.org/ontology/hbao/HBA_4068>	gen			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	parolfactory gyri, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4069>	gen			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	parolfactory gyri, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4070>	gen			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, anterior part, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4072>	gen	anterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035932)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, anterior part, left, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4073>	gen	anterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035932)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, anterior part, left, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4074>	gen	anterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035932)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, anterior part, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4075>	gen	anterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035932)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, anterior part, right, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4076>	gen	anterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035932)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, anterior part, right, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4077>	gen	anterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035932)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	frontal operculum, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4079>	gen	frontal operculum (http://purl.obolibrary.org/obo/UBERON_0002947)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	frontal operculum, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4080>	gen	frontal operculum (http://purl.obolibrary.org/obo/UBERON_0002947)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4086>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, left, bank of the central sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4087>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, left, superior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4088>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, left, inferior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4089>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, left, bank of the posterior central sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4090>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4091>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, right, bank of the central sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4092>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, right, superior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4093>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, right, inferior lateral aspect of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4094>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	postcentral gyrus, right, bank of the posterior central sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4095>	gen	postcentral gyrus (http://purl.obolibrary.org/obo/UBERON_0002581)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior parietal lobule, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4097>	gen	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior parietal lobule, left, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4098>	gen	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior parietal lobule, left, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4099>	gen	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior parietal lobule, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4100>	gen	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior parietal lobule, right, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4101>	gen	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior parietal lobule, right, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4102>	gen	superior parietal cortex (http://purl.obolibrary.org/obo/UBERON_0006094)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supramarginal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4105>	gen	supramarginal gyrus (http://purl.obolibrary.org/obo/UBERON_0002688)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supramarginal gyrus, left, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4106>	gen	supramarginal gyrus (http://purl.obolibrary.org/obo/UBERON_0002688)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supramarginal gyrus, left, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4107>	gen	supramarginal gyrus (http://purl.obolibrary.org/obo/UBERON_0002688)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supramarginal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4108>	gen	supramarginal gyrus (http://purl.obolibrary.org/obo/UBERON_0002688)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supramarginal gyrus, right, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4109>	gen	supramarginal gyrus (http://purl.obolibrary.org/obo/UBERON_0002688)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supramarginal gyrus, right, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4110>	gen	supramarginal gyrus (http://purl.obolibrary.org/obo/UBERON_0002688)		
